tanggal,teks
2022-02-17 13:37:03+00:00,b'Gelaran tinggal beberapa minggu lg \n\nMedia Asing Serang Habis Sirkuit Mandalika: Diminta Ganti Aspal hingga Pembala\xe2\x80\xa6 https://t.co/hbXYzV39iH'

2022-02-17 13:30:10+00:00,b'Ada 3 catatan penting mengenai motor dan pebalap yang ikut sesi kali ini. \n. \n. \n#AremaKeTurki\xe2\x80\xa6 https://t.co/AI206hP4M9'

2022-02-17 13:04:08+00:00,"b'Jangan lupa, #TemanJNE bisa dapatkan tiket nonton MotoGP di Mandalika GRATIS dengan ikuti Game Si Joni  di sini \xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/qYllgftXbc'"

2022-02-17 13:04:07+00:00,b'Hai #TemanJNE! Tinggal menunggu hari menuju MotoGP di Mandalika! Yuk simak beberapa hal menarik tentang MotoGP Indo\xe2\x80\xa6 https://t.co/fQumqJozuc'

2022-02-17 12:44:55+00:00,"b'Sekitar 17,5 persen lintasan Sirkuit Pertamina Mandalika akan diaspal ulang menyusul rekomendasi dari Dorna Sport d\xe2\x80\xa6 https://t.co/7Htl0kchLv'"

2022-02-17 12:27:17+00:00,b'haii ada yg mau jadi temen ngga buat nonton motogp nanti?? kebetulan aku nonton di premium grandstand red zone A da\xe2\x80\xa6 https://t.co/V5G8UaP3P3'

2022-02-17 12:18:39+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 12:02:22+00:00,b'Siapa tau ada yang minat \xf0\x9f\x98\x81\nDijual cepat voucher penginapan Aston Sunset Beach Resort - Gili Trawangan 18-20 maret 2\xe2\x80\xa6 https://t.co/11QdtS0r7l'

2022-02-17 11:07:18+00:00,"b'Menparekraf, Sandiaga Uno optimistis gelaran MotoGP Mandalika tahun ini jadi momentum kebangkitan sektor pariwisata\xe2\x80\xa6 https://t.co/CIVNziTJ8K'"

2022-02-17 11:00:07+00:00,b'RT @Metro_TV: Sirkuit Mandalika ternyata dinilai masih memiliki sejumlah pekerjaan yang belum terselesaikan. Bagaimana tanggapan Anda? Suda\xe2\x80\xa6'

2022-02-17 10:49:30+00:00,"b'RT @kompastvjateng: ITDC Optimis Perbaikan Aspal di Mandalika Tepat Waktu, selengkapnya cek di link berikut ini ya :\nhttps://t.co/owL1kkaqm\xe2\x80\xa6'"

2022-02-17 10:28:35+00:00,b'LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP\xe2\x80\xa6 https://t.co/fzVRpS9dyq'

2022-02-17 10:27:33+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 10:08:01+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 09:47:27+00:00,"b'RT @_rakyatmerdeka: Manjain Penonton MotoGP, Kemenhub Siapkan Bus Gratis Ke Sirkuit Mandalika\n\n#Mandalika #motogpmandalika #MotoGP #RakyatM\xe2\x80\xa6'"

2022-02-17 09:47:17+00:00,b'RT @_rakyatmerdeka: I Gusti Ngurah Rai Jadi Bandara Penghubung Saat MotoGP Mandalika\n\n#MotoGP #motogpmandalika #mandalikatest #mandalika #R\xe2\x80\xa6'

2022-02-17 09:46:05+00:00,"b'RT @_rakyatmerdeka: Manjain Penonton MotoGP, Kemenhub Siapkan Bus Gratis Ke Sirkuit Mandalika\n\n#Mandalika #motogpmandalika #MotoGP #RakyatM\xe2\x80\xa6'"

2022-02-17 09:46:00+00:00,b'RT @_rakyatmerdeka: I Gusti Ngurah Rai Jadi Bandara Penghubung Saat MotoGP Mandalika\n\n#MotoGP #motogpmandalika #mandalikatest #mandalika #R\xe2\x80\xa6'

2022-02-17 09:40:35+00:00,b'I Gusti Ngurah Rai Jadi Bandara Penghubung Saat MotoGP Mandalika\n\n#MotoGP #motogpmandalika #mandalikatest\xe2\x80\xa6 https://t.co/oN87SFzawy'

2022-02-17 09:37:42+00:00,"b'Manjain Penonton MotoGP, Kemenhub Siapkan Bus Gratis Ke Sirkuit Mandalika\n\n#Mandalika #motogpmandalika #MotoGP\xe2\x80\xa6 https://t.co/hintvPTEWz'"

2022-02-17 09:23:45+00:00,"b'ITDC Optimis Perbaikan Aspal di Mandalika Tepat Waktu, selengkapnya cek di link berikut ini ya :\xe2\x80\xa6 https://t.co/9Z4Oryyqrr'"

2022-02-17 09:06:04+00:00,b'10 Pembalap Tercepat Jika Catatan Waktu Selama 3 Hari Tes Pramusim MotoGP 2022 di Sirkuit Mandalika Digabungkan\xe2\x80\xa6 https://t.co/xlSNh1y2ZV'

2022-02-17 07:06:03+00:00,b'RT @kemenhub151: Dukungan Sektor Transportasi Pada Event MotoGP Mandalika 2022\n#TransportasiMaju\n#motogpmandalika \n#motogp2022 https://t.co\xe2\x80\xa6'

2022-02-17 07:05:36+00:00,b'Dukungan Sektor Transportasi Pada Event MotoGP Mandalika 2022\n#TransportasiMaju\n#motogpmandalika \n#motogp2022 https://t.co/PVreANKvBD'

2022-02-17 06:52:43+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 06:47:01+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 06:21:52+00:00,b'MGPA sudah menyiapkan beberapa metode untuk membersihkan lintasan #MandalikaCircuit #motogpmandalika https://t.co/8QVG4Mem1X'

2022-02-17 05:54:11+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 05:11:21+00:00,b'Bandara #IGustiNgurahRai akan jadi bandara penghubung ke Lombok saat gelaran #MotoGPMandalika\n\nBaca selengkapnya \xf0\x9f\x91\x87\nhttps://t.co/SKHhsBbF3M'

2022-02-17 05:09:46+00:00,b'Ada 6 rute bus gratis untuk penonton #MotoGPMandalika! \n\nBaca selengkapnya \xf0\x9f\x91\x87\n\nhttps://t.co/Feio7C22tL'

2022-02-17 05:08:00+00:00,"b'Indonesia dapat kabar kurang baik,  Aleix Espargaro sebut Sirkuit Mandalika belum siap untuk menggelar balapan Moto\xe2\x80\xa6 https://t.co/EY1uTGweXt'"

2022-02-17 04:56:42+00:00,"b'Electrizen, pelaksanaan tes pramusim MotoGP di Sirkuit Mandalika, Lombok Tengah, Nusa Tenggara Barat digelar pada 1\xe2\x80\xa6 https://t.co/XHVHfAiEm6'"

2022-02-17 04:56:04+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 04:38:14+00:00,"b'Ahli Sebut Sirkuit Mandalika untuk #MotoGP 2022 Perlu Perbaikan di Dua Titik Utama\nhttps://t.co/WFkP8bktfO,\xe2\x80\xa6 https://t.co/jeYKUfavaB'"

2022-02-17 04:22:10+00:00,"b'RT @Yahoo_ID: Aspal Sirkuit Mandalika Dibenahi Usai Tes Pramusim MotoGP, Beres 18 Maret https://t.co/ugLmGXm9es\n\n#MotoGPMandalika https://t\xe2\x80\xa6'"

2022-02-17 03:13:54+00:00,"b'\xf0\x9f\x98\x80Hai traveller, Yuk Liburan ke Lombok Bersama Kami Lombok Travelist,\xf0\x9f\x98\x80\xf0\x9f\x92\x9a\n\n\xf0\x9f\x94\x98Melayani:\n- Perjalanan Wisata\n- Perjalanan\xe2\x80\xa6 https://t.co/DRIF77LKUz'"

2022-02-17 03:12:32+00:00,b'LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP\xe2\x80\xa6 https://t.co/G4AMrbzaxC'

2022-02-17 03:11:50+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 03:11:10+00:00,"b'RT @Metro_TV: Masih tersisa, logistik tim MotoGP di Mandalika akan langsung dikirim ke Qatar.\n\nStreaming: https://t.co/SOzNo2YhhU atau kana\xe2\x80\xa6'"

2022-02-17 03:06:55+00:00,"b'RT @_rakyatmerdeka: Top News Koran Rakyat Merdeka\n\nGelaran MotoGP Jangan Sampai Gagal Karena \nAspal Setitik, Jangan Rusak Mandalika Sebelan\xe2\x80\xa6'"

2022-02-17 03:05:31+00:00,"b'RT @_rakyatmerdeka: Top News Koran Rakyat Merdeka\n\nGelaran MotoGP Jangan Sampai Gagal Karena \nAspal Setitik, Jangan Rusak Mandalika Sebelan\xe2\x80\xa6'"

2022-02-17 03:04:05+00:00,b'Kadispar #Bali Tak Khawatir Event #MotoGP  Akan Sedot Wisman ke Lombok\n\nhttps://t.co/In5d5ZwBzD \n\n#Mandalika\xe2\x80\xa6 https://t.co/SWOEITCcZp'

2022-02-17 02:50:19+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 02:40:00+00:00,"b'Top News Koran Rakyat Merdeka\n\nGelaran MotoGP Jangan Sampai Gagal Karena \nAspal Setitik, Jangan Rusak Mandalika Seb\xe2\x80\xa6 https://t.co/dtK96YsFlf'"

2022-02-17 02:24:57+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 02:22:00+00:00,b'RT @Beritabaruco: Patung Jokowi Naik Motor Akan Dipasang di Gerbang Sirkuit Mandalika https://t.co/L0SNoAB9Bb #MotoGPMandalika #Sirkuitmand\xe2\x80\xa6'

2022-02-17 02:15:33+00:00,b'Patung Jokowi Naik Motor Akan Dipasang di Gerbang Sirkuit Mandalika https://t.co/L0SNoAB9Bb #MotoGPMandalika\xe2\x80\xa6 https://t.co/Y84WC83qAu'

2022-02-17 02:08:27+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 01:54:25+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 01:37:19+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 01:25:16+00:00,"b'#BeritaTerpopuler\nPolda NTB Tempatkan Personel Khusus, Cegat Drone Liar Selama Race MotoGP Mandalika\n#PoldaNTB\xe2\x80\xa6 https://t.co/p6IST7XUzs'"

2022-02-17 01:25:00+00:00,"b'#BeritaTerkini\nPolda NTB Tempatkan Personel Khusus, Cegat Drone Liar Selama Race MotoGP Mandalika\n#PoldaNTB\xe2\x80\xa6 https://t.co/lXF89h6gnD'"

2022-02-17 01:19:47+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 00:43:12+00:00,b'Sibuk poles citra kerna kinerja terbata. Dan mandalika pun sempat terbaca: sportivitas meranggas.\n\nSdh disarankan d\xe2\x80\xa6 https://t.co/ZiPrmHhfa7'

2022-02-17 00:42:29+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 00:36:16+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-17 00:18:41+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 17:05:42+00:00,"b'Tes Mandalika adalah yang terakhir dari preseason 2022, tetapi mereka juga merupakan adegan kontrove... #MotoGP\xe2\x80\xa6 https://t.co/09lJmJOv8V'"

2022-02-16 15:58:59+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 15:27:43+00:00,b'Dispar NTB Pastikan Ketersediaan Kamar Jelang MotoGP\n#MotoGP #motogpmandalika #ntb #SirkuitMandalika #indoposco \n https://t.co/pIVkyvCjnh'

2022-02-16 13:43:55+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 13:29:13+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 12:59:34+00:00,b'RT @SyaifulHooda: Sirkuit MotoGP Mandalika Dikeluhkan Pembalap \n\n#MotoGP #motogpmandalika https://t.co/sAuccfbBwJ'

2022-02-16 12:45:46+00:00,b'Diumumkan Selasa ini bahwa sirkuit Mandalika akan menjalani renovasi bahkan sebelum GP MotoGP Indone... #MotoGP\xe2\x80\xa6 https://t.co/Q9sjPMpmtn'

2022-02-16 12:27:11+00:00,b'Gorengan Terosssssss\n#MotoGP #motogpmandalika https://t.co/YV3v3VE2Xl'

2022-02-16 12:20:47+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 12:15:00+00:00,"b'Berikut lima insiden penyelenggaraan tes pramusim MotoGP 2022 di Sirkuit Mandalika, salah satunya bikin sesak nafas\xe2\x80\xa6 https://t.co/VjoxxKuBrq'"

2022-02-16 12:11:20+00:00,b'Jadwal dan lintasan balap untuk MotoGP musim 2022 telah dirilis beberapa waktu lalu. Musim balap 2022 memiliki bebe\xe2\x80\xa6 https://t.co/qpXJnSdk0F'

2022-02-16 12:03:27+00:00,b'Cintailah Produk Lokal #motogpmandalika https://t.co/OtbFNkR6MD'

2022-02-16 11:48:47+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 11:44:44+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 11:43:22+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 11:34:00+00:00,b'Pembenahan disebut akan rampung sebelum puncak balapan MotoGP Mandalika pada 18-20 Maret 2022. \n\n#merahputihcom\xe2\x80\xa6 https://t.co/PrOtQuVHCl'

2022-02-16 10:58:04+00:00,"b'Halo, #SobatKom! Gelaran Tes Pramusim #MotoGPMandalika telah usai. Namun, tahukah kamu ada posisi yang memegang per\xe2\x80\xa6 https://t.co/m9T9KB5gLt'"

2022-02-16 10:40:48+00:00,b'Fonsi Nieto mengambil peran baru di Pramac setelah Francesco Guidotti berangkat ke KTM dan sekarang... #MotoGP\xe2\x80\xa6 https://t.co/o0xY5ysIyW'

2022-02-16 10:21:08+00:00,"b'RT @racingartwork: @NugiePratomo Grab fast! Wall Art Mandalika Sirkuit untuk ditaro dikamar, meja atau digantung juga bisa. 1 bundle termas\xe2\x80\xa6'"

2022-02-16 10:02:53+00:00,"b'@nuicemedia Grab fast! Wall Art Mandalika Sirkuit untuk ditaro dikamar, meja atau digantung juga bisa. 1 bundle ter\xe2\x80\xa6 https://t.co/rPYnbWFt7w'"

2022-02-16 10:01:42+00:00,"b'@NugiePratomo Grab fast! Wall Art Mandalika Sirkuit untuk ditaro dikamar, meja atau digantung juga bisa. 1 bundle t\xe2\x80\xa6 https://t.co/O1jRKvPTNQ'"

2022-02-16 09:45:16+00:00,"b'Yuk Liburan ke Lombok Bersama Kami Lombok Travelist,\xf0\x9f\x98\x80\n\n\xf0\x9f\x94\x98Melayani:\n- Perjalanan Wisata\n- Perjalanan Dinas\n- Paket To\xe2\x80\xa6 https://t.co/qZrC1AKh1j'"

2022-02-16 09:37:17+00:00,"b'Grab fast! Wall Art Mandalika Sirkuit untuk ditaro dikamar, meja atau digantung juga bisa. 1 bundle termasuk 1 sirk\xe2\x80\xa6 https://t.co/f0ETy2w7GG'"

2022-02-16 09:36:33+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 09:18:00+00:00,b'LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP\xe2\x80\xa6 https://t.co/u9KUUwj6wL'

2022-02-16 09:13:35+00:00,b'@_pln_id Listrik Tanpa Kedip Untuk Tes Pramusim MotoGP Di Sirkuit Mandalika\n\n#PLN\n#MotoGP\n#Mandalika\xe2\x80\xa6 https://t.co/je8TDpCLZ7'

2022-02-16 09:02:57+00:00,b'LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP\xe2\x80\xa6 https://t.co/aCE5WwwIIP'

2022-02-16 09:01:38+00:00,b'RT @_pln_id: PLN juga siapkan pasokan listrik untuk sarana pendukung dan berhasil mengantisipasi lonjakan konsumsi listrik karena antusiasm\xe2\x80\xa6'

2022-02-16 09:01:34+00:00,"b'RT @_pln_id: Selain itu PLN juga menyediakan beberapa unit Uninterruptible Power System (UPS), genset dan gardu bergerak sebagai cadangan j\xe2\x80\xa6'"

2022-02-16 09:01:30+00:00,"b'RT @_pln_id: Menggunakan skema berlapis N-3 yang juga digunakan pada World Superbike November 2021 lalu, PLN gunakan suplai utama dari sist\xe2\x80\xa6'"

2022-02-16 09:00:19+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 08:59:49+00:00,b'Yg ga dukung #MotoGP #motogpmandalika mereka yg ga mau #Indonesia maju \n\nSalam sehat \xf0\x9f\x98\xb7\xf0\x9f\x99\x8f https://t.co/dyphKcq62m'

2022-02-16 08:57:18+00:00,"b'Dibalik Keindahan Sirkuit Mandalika, Ada Emak-emak Selfie Hingga Jualan Es Teh\n\n#inanews #inanewstv #mandalika\xe2\x80\xa6 https://t.co/wODKlI08i7'"

2022-02-16 08:43:05+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 08:41:40+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 08:40:10+00:00,b'LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP\xe2\x80\xa6 https://t.co/D4pQ9aXbTX'

2022-02-16 08:40:05+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 07:30:28+00:00,b'#MotoGPMandalika Kominfo Sediakan Internet Kencang. \n\nIndonesia siap mendunia lewat #MotoGPMandalika \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x92\xaa @deeepi13\xe2\x80\xa6 https://t.co/23bsH752PG'

2022-02-16 07:30:12+00:00,"b'Aspal Sirkuit Mandalika Dibenahi Usai Tes Pramusim MotoGP, Beres 18 Maret https://t.co/ugLmGXm9es\n\n#MotoGPMandalika https://t.co/HJI9i4HRzV'"

2022-02-16 07:18:05+00:00,b'RT @EfendiEi: Menkominfo Johnny Plate: Pengunjung #MotoGPMandalika Bisa Merasakan Pengalaman 5G.\n\nWah kereenn \xf0\x9f\x98\x8d\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n@cimimong150815 @smile_gu\xe2\x80\xa6'

2022-02-16 07:15:51+00:00,b'Menkominfo Johnny Plate: Pengunjung #MotoGPMandalika Bisa Merasakan Pengalaman 5G.\n\nWah kereenn \xf0\x9f\x98\x8d\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n@cimimong150815\xe2\x80\xa6 https://t.co/mRfeJtBbcN'

2022-02-16 07:02:58+00:00,b'Pelaksaan tes pramusim MotoGP di Sirkuit Mandalika yang digelar pada 11-13 Februari 2022 akan didukung dengan kelis\xe2\x80\xa6 https://t.co/TZ9PNLaGhv'

2022-02-16 07:00:15+00:00,b'PLN juga siapkan pasokan listrik untuk sarana pendukung dan berhasil mengantisipasi lonjakan konsumsi listrik karen\xe2\x80\xa6 https://t.co/awhLgZ3Cok'

2022-02-16 07:00:12+00:00,b'LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \xf0\x9f\x91\x8d\xf0\x9f\x98\x83\n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP\xe2\x80\xa6 https://t.co/8zMI4K68Xe'

2022-02-16 06:58:00+00:00,b'FIM dan Dorna Sports memastikan bahwa penyelenggaraan MotoGP di Sirkuit Mandalika akan digelar sesuai jadwal yaitu\xe2\x80\xa6 https://t.co/enwPF9OQGi'

2022-02-16 06:24:18+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-02-16 06:06:59+00:00,"b'Kontrol Harga Akomodasi dan Transportasi Jelang MotoGP Mandalika, Sandiaga Uno: Akan Diatur Dalam Pergub NTB!\xe2\x80\xa6 https://t.co/4nkzoX7eeS'"

2022-02-16 05:24:00+00:00,b'MotoGP Mandalika bakal berdampak besar terhadap tingkat hunian hotel di wilayah sekitar sirkuit.\n\n#merahputihcom\xe2\x80\xa6 https://t.co/aECF4BL3cY'

2022-02-16 05:18:38+00:00,b'RT @Metro_TV: Sirkuit Mandalika ternyata dinilai masih memiliki sejumlah pekerjaan yang belum terselesaikan. Bagaimana tanggapan Anda? Suda\xe2\x80\xa6'

2022-02-16 05:08:57+00:00,"b'Masih tersisa, logistik tim MotoGP di Mandalika akan langsung dikirim ke Qatar.\n\nStreaming: https://t.co/SOzNo2YhhU\xe2\x80\xa6 https://t.co/8iUAnXMgWm'"

2022-02-16 05:07:48+00:00,b'Sirkuit Mandalika ternyata dinilai masih memiliki sejumlah pekerjaan yang belum terselesaikan. Bagaimana tanggapan\xe2\x80\xa6 https://t.co/34C4vHYRka'

2022-02-16 04:57:01+00:00,b'@ABSetyono @kemkominfo @PlateJohnny @setkabgoid @Aryprasetyo85 @BorneoWolf @tukangeles @FirzaHusainID @erickthohir\xe2\x80\xa6 https://t.co/i8NAadubxs'

2022-02-16 03:53:13+00:00,b'RT @_pln_id: LISTRIK TANPA KEDIP UNTUK TES PRAMUSIM MOTOGP DI SIRKUIT MANDALIKA \n\n#PLN #MotoGP #Mandalika #PLNSupportsMotoGP #motogpmandali\xe2\x80\xa6'

2022-03-02 05:57:56+00:00,"b'Dunia Kriminal masih disebut Bermoral dari pada penguasa yang tamak .Apa kalian sadar saat sampah menguasai dunia,m\xe2\x80\xa6 https://t.co/3wUzBHWT5a'"

2022-03-02 05:57:53+00:00,b'RT @IAMCREEPSONE_: 28/02/2022. Ukrainian Civilian Stole Russian BTR. @CreepsOne_ #ww3 #UkraineRussiaWar #Russia #Ukraine https://t.co/I90Mq\xe2\x80\xa6'

2022-03-02 05:45:59+00:00,b'RT @NazefEd: KRONOLOGI RINGKAS APA YANG BERLAKU ANTARA RUSIA DAN UKRAINE SEKARANG.\n\nIKUTI THREAD INFOGRAFIK INI\n\n#Geopolitik \n#WW3 ? https:\xe2\x80\xa6'

2022-03-02 04:56:36+00:00,b'Warga Ukraina Buat Bom dari Botol Alkohol? berikut potret dan penjelasannya!  #WW3 #Bomb #Ukraine #War #Gun #Rusia\xe2\x80\xa6 https://t.co/EfschEYH8a'

2022-03-02 04:55:43+00:00,"b'Masalah Keamanan, Google Maps Matikan Beberapa Fitur di Ukraina. Apa saja fitur nya? Ayo simak ulasan berikut ini\xf0\x9f\x91\x87\xe2\x80\xa6 https://t.co/d1JE8shJEj'"

